iter	RMSE
541	0.4351540737
542	0.4297442004
543	0.4279548085
544	0.4260354154
545	0.4251303455
546	0.4238097624
547	0.4218550065
548	0.419850783
549	0.4177135862
550	0.4166279146
551	0.4161228935
552	0.4125821962
553	0.4106558478
554	0.4093216363
555	0.4062789858
556	0.4044255164
557	0.402663409
558	0.3982878637
559	0.3968354893
560	0.3951156223
561	0.3938959744
562	0.3896561011
563	0.3887903809
564	0.3872467343
565	0.3844488328
566	0.3829737444
567	0.3809149731
568	0.378963471
569	0.3777115365
570	0.3766263176
571	0.3760620838
572	0.3749748993
573	0.3741641089
574	0.3727825452
575	0.3717750508
576	0.3701081567
577	0.3683184629
578	0.3660255635
579	0.3648776697
580	0.3632734693
581	0.3611869766
582	0.3608789681
583	0.3599542782
584	0.3590166819
585	0.3581504999
586	0.3571224123
587	0.3546289505
588	0.3529433327
589	0.3500198648
590	0.3482154658
591	0.3465909078
592	0.344557991
593	0.3434364119
594	0.342399231
595	0.3418154643
596	0.3403348286
597	0.339102955
598	0.3373347266
599	0.3353614133
600	0.3341739544
601	0.3334963071
602	0.3320780569
603	0.3313137872
604	0.3305039737
605	0.3273399857
606	0.3262432305
607	0.3249044722
608	0.3237582051
609	0.3206340456
610	0.319199048
611	0.3180777721
612	0.3173015204
613	0.3159777391
614	0.315467247
615	0.3139392954
616	0.3127845829
617	0.3121029839
618	0.3112537431
619	0.3099278764
620	0.3090012392
621	0.3081322498
622	0.3074263317
623	0.3063985656
624	0.3054821394
625	0.3048404458
626	0.304482423
627	0.3031841755
628	0.3023653357
629	0.3015143013
630	0.3002687004
631	0.2995422785
632	0.2986750339
633	0.2975942896
634	0.2971532682
635	0.2955545893
636	0.2947772272
637	0.2940904533
638	0.2925765886
639	0.2915276977
640	0.291078543
641	0.290224235
642	0.2884294539
643	0.2879020991
644	0.2874170948
645	0.2864760139
646	0.2855548265
647	0.2845598362
648	0.2842233928
649	0.2830116063
650	0.282502366
651	0.2794410275
652	0.2765311679
653	0.2752008585
654	0.2742101037
655	0.2731806314
656	0.2704569348
657	0.2689078759
658	0.2660012405
659	0.2651574887
660	0.2624386362
661	0.2607386971
662	0.2600751863
663	0.2593368958
664	0.258073816
665	0.2573739215
666	0.2570928965
667	0.2561757212
668	0.2537884282
669	0.2526026501
670	0.2524526518
671	0.2512710276
672	0.2501769571
673	0.249272163
674	0.2467018085
675	0.2457767912
676	0.2451821961
677	0.2442332498
678	0.2438317728
679	0.2433603179
680	0.2427137037
681	0.2415270256
682	0.2409191875
683	0.2405822083
684	0.2387288169
685	0.2354082176
686	0.2347968742
687	0.2330089376
688	0.2329714275
689	0.2322720432
690	0.2320610469
691	0.2316997341
692	0.2303772983
693	0.2294870442
694	0.2281483944
695	0.2256377391
696	0.2246238348
697	0.2241148433
698	0.2230415413
699	0.2220353568
700	0.2211628138
701	0.21927229
702	0.2184144934
703	0.2174944504
704	0.2174083818
705	0.216940004
706	0.2163244259
707	0.2152493307
708	0.2147753175
709	0.2142072245
710	0.2132669954
711	0.2123913485
712	0.2104022309
713	0.2099286272
714	0.2081492685
715	0.2072050249
716	0.2065151629
717	0.2061592279
718	0.2053782191
719	0.2048202386
720	0.2038969993
721	0.2032590305
722	0.2012133131
723	0.2003381379
724	0.199200203
725	0.1987623424
726	0.1978359101
727	0.1971422872
728	0.1962802999
729	0.1957064133
730	0.1953960643
731	0.1931927882
732	0.192509739
733	0.1903309417
734	0.1894376232
735	0.1893571462
736	0.1885117746
737	0.1874666499
738	0.1870116191
739	0.1863219579
740	0.1862714774
741	0.1860435441
742	0.1853778271
743	0.1847777779
744	0.1840687838
745	0.1837287931
746	0.1834394161
747	0.1833775028
748	0.1811695604
749	0.1800197018
750	0.1791552901
751	0.1784825399
752	0.1767785592
753	0.1760353905
754	0.1753528311
755	0.1751753698
756	0.1744761903
757	0.1744098171
758	0.1742738346
759	0.173928813
760	0.1732632455
761	0.1724822925
762	0.1724188147
763	0.1718226573
764	0.1712490999
765	0.1711981687
766	0.1706445302
767	0.1705934089
768	0.1698378269
769	0.1691007831
770	0.1675304551
771	0.1661484633
772	0.1646601103
773	0.164428659
774	0.1643763553
775	0.1639487069
776	0.1630837603
777	0.1625647525
778	0.1619404273
779	0.1611796484
780	0.1592675791
781	0.1578880324
782	0.1574201146
783	0.1568498471
784	0.1566359985
785	0.1561196153
786	0.1552551136
787	0.1546014157
788	0.153459077
789	0.1532464357
790	0.1516764574
791	0.1510652646
792	0.1506522827
793	0.14911864
794	0.1490729614
795	0.148839021
796	0.1483295229
797	0.1478621916
798	0.1476254652
799	0.1475785394
800	0.1475320512
801	0.1472169555
802	0.1467820663
803	0.1461390866
804	0.1453652646
805	0.1451427006
806	0.1446164432
807	0.1429120051
808	0.1420121628
809	0.1411901919
810	0.1405248744
811	0.140141939
812	0.1386997273
813	0.1381239126
814	0.1379601001
815	0.1373373848
816	0.1365725089
817	0.1360357422
818	0.1355519315
819	0.1352469414
820	0.134309983
821	0.1337183524
822	0.133100997
823	0.1328565336
824	0.1318202456
825	0.1311945279
826	0.131001531
827	0.1307679265
828	0.1304435524
829	0.129881622
830	0.1296334726
831	0.1290716704
832	0.1277259776
833	0.1275502924
834	0.1270447771
835	0.1263249323
836	0.1261134012
837	0.1259670094
838	0.125494271
839	0.1252504591
840	0.1244348216
841	0.1241170286
842	0.1229745735
843	0.1227775363
844	0.1219727298
845	0.1215584472
846	0.1210587594
847	0.1206038723
848	0.1197668087
849	0.1190037273
850	0.1187354608
851	0.1177265072
852	0.1174319436
853	0.1169584217
854	0.1165107483
855	0.1163243074
856	0.1160738277
857	0.1157085914
858	0.1154980258
859	0.1149564669
860	0.1146856471
861	0.1140816957
862	0.1138475964
863	0.1136666901
864	0.1134183623
865	0.113285469
866	0.1131346856
867	0.1129885874
868	0.1126519443
869	0.1114435684
870	0.1109965079
871	0.1103029495
872	0.10985317
873	0.1094139938
874	0.1081864866
875	0.1080387888
876	0.1075230787
877	0.1063647287
878	0.1061765201
879	0.1059277056
880	0.105589103
881	0.1052097899
882	0.1049217217
883	0.1044365289
884	0.1042923711
885	0.1040276084
886	0.1035919567
887	0.1032282422
888	0.1024470898
889	0.1020984441
890	0.1017238234
891	0.1014531755
892	0.1003426735
893	0.10001775
894	0.09964468324
895	0.0993054549
896	0.09897023285
897	0.09854208769
898	0.09834962886
899	0.09761585662
900	0.0966407578
901	0.09594992755
902	0.09491152497
903	0.09429928543
904	0.0939185122
905	0.09367801831
906	0.09338421808
907	0.09307031196
908	0.09290622507
909	0.09194550313
910	0.09191378886
911	0.09149653231
912	0.09097427663
913	0.09033068606
914	0.09000336809
915	0.08982946833
916	0.08967227206
917	0.0894704898
918	0.0891949136
919	0.08888127598
920	0.08858232672
921	0.08811175255
922	0.08725017767
923	0.08704429796
924	0.08676913362
925	0.08645677109
926	0.08632542475
927	0.08614342007
928	0.08598179052
929	0.08588971841
930	0.08553697723
931	0.08500613471
932	0.08473197913
933	0.08469746132
934	0.08438552519
935	0.08407539788
936	0.08313309055
937	0.08280146129
938	0.08240479594
939	0.08216928664
940	0.08181139314
941	0.08166787869
942	0.08141213105
943	0.08137857936
944	0.08064540981
945	0.08025767007
946	0.07996648405
947	0.07977409695
948	0.07963307507
949	0.07921466954
950	0.07835799719
951	0.07807254989
952	0.0776554112
953	0.07743451653
954	0.07740139567
955	0.07729908045
956	0.07696321373
957	0.07683502673
958	0.0767341379
959	0.0759080873
960	0.07563203676
961	0.07561729337
962	0.07534315172
963	0.07528222673
964	0.07519736536
965	0.07505622734
966	0.07480617758
967	0.07461648537
968	0.07408290146
969	0.07406738522
970	0.07399637527
971	0.07320005985
972	0.07306689169
973	0.07277081557
974	0.07267819093
975	0.07252267918
976	0.07165694436
977	0.07152916041
978	0.07134630715
979	0.07104404686
980	0.07094381704
981	0.07067122319
982	0.0705720332
983	0.07043763057
984	0.0701532692
985	0.06981450829
986	0.06972464011
987	0.06948100114
988	0.06891657794
989	0.06869227988
990	0.06864251325
991	0.06840219424
992	0.06801203961
993	0.06779874897
994	0.06753685681
995	0.06739711061
996	0.06688893733
997	0.06640882582
998	0.06618927492
999	0.06585358327
